entry_time,exit_time,killzone,direction,entry_price,sl,tp,exit_price,result,pnl_pips,pnl_r
2024-03-29 14:30:00+00:00,2024-03-29 15:00:00+00:00,ny_am,bullish,1.09746,1.09473,1.10291,1.09473,loss,-27.3,-1.0
2024-04-01 17:55:00+00:00,2024-04-01 21:55:00+00:00,ny_pm,bullish,1.09074,1.07885,1.11451,1.09518,timeout,44.4,0.37
2024-04-01 19:25:00+00:00,2024-04-01 19:30:00+00:00,ny_pm,bearish,1.0903,1.09089,1.08912,1.09089,loss,-5.9,-1.0
2024-04-04 08:50:00+00:00,2024-04-04 09:05:00+00:00,london,bearish,1.07444,1.07553,1.07225,1.07553,loss,-10.9,-1.0
2024-04-04 08:50:00+00:00,2024-04-04 09:05:00+00:00,london,bearish,1.07444,1.07553,1.07225,1.07553,loss,-10.9,-1.0
2024-04-09 13:30:00+00:00,2024-04-09 15:20:00+00:00,ny_am,bearish,1.04408,1.04818,1.03587,1.03587,win,82.0,2.0
2024-04-10 09:05:00+00:00,2024-04-10 13:05:00+00:00,london,bearish,1.02725,1.03263,1.0165,1.02853,timeout,-12.8,-0.24
2024-04-10 18:15:00+00:00,2024-04-10 21:30:00+00:00,ny_pm,bullish,1.0189,1.01692,1.02286,1.01692,loss,-19.8,-1.0
2024-04-11 15:00:00+00:00,2024-04-11 17:00:00+00:00,ny_am,bearish,1.01393,1.02096,0.99988,1.02096,loss,-70.3,-1.0
2024-04-11 18:10:00+00:00,2024-04-11 22:10:00+00:00,ny_pm,bearish,1.01239,1.02116,0.99484,1.00368,timeout,87.1,0.99
2024-04-12 18:25:00+00:00,2024-04-12 22:25:00+00:00,ny_pm,bearish,0.99255,1.0076,0.96245,0.98828,timeout,42.8,0.28
2024-04-15 09:05:00+00:00,2024-04-15 13:05:00+00:00,london,bearish,0.97239,0.9824,0.95237,0.97688,timeout,-44.9,-0.45
2024-04-16 07:30:00+00:00,2024-04-16 08:20:00+00:00,london,bearish,0.98003,0.98175,0.97658,0.98175,loss,-17.2,-1.0
2024-04-17 15:10:00+00:00,2024-04-17 19:10:00+00:00,ny_am,bullish,0.98592,0.98084,0.99608,0.99185,timeout,59.3,1.17
2024-04-17 15:10:00+00:00,2024-04-17 19:10:00+00:00,ny_am,bullish,0.98592,0.98084,0.99608,0.99185,timeout,59.3,1.17
2024-04-19 08:55:00+00:00,2024-04-19 09:55:00+00:00,london,bullish,0.98708,0.98021,1.00082,0.98021,loss,-68.7,-1.0
2024-04-19 17:30:00+00:00,2024-04-19 21:30:00+00:00,ny_pm,bullish,0.98334,0.97925,0.99153,0.98822,timeout,48.8,1.19
2024-04-24 16:35:00+00:00,2024-04-24 16:55:00+00:00,ny_am,bullish,0.98533,0.98359,0.98882,0.98882,win,34.8,2.0
2024-04-24 16:35:00+00:00,2024-04-24 16:55:00+00:00,ny_am,bullish,0.98533,0.98359,0.98882,0.98882,win,34.8,2.0
2024-04-25 08:20:00+00:00,2024-04-25 09:20:00+00:00,london,bullish,0.98837,0.98572,0.99367,0.98572,loss,-26.5,-1.0
2024-04-25 08:30:00+00:00,2024-04-25 12:15:00+00:00,london,bearish,0.98967,0.99235,0.98431,0.99235,loss,-26.8,-1.0
2024-04-26 14:50:00+00:00,2024-04-26 14:55:00+00:00,ny_am,bearish,0.97558,0.97628,0.97417,0.97417,win,14.0,2.0
2024-04-30 14:20:00+00:00,2024-04-30 16:50:00+00:00,ny_am,bullish,0.99574,0.98996,1.0073,0.98996,loss,-57.8,-1.0
2024-05-01 14:40:00+00:00,2024-05-01 15:35:00+00:00,ny_am,bullish,0.98452,0.98271,0.98814,0.98814,win,36.2,2.0
2024-05-02 15:20:00+00:00,2024-05-02 16:50:00+00:00,ny_am,bearish,0.98119,0.98487,0.97383,0.98487,loss,-36.8,-1.0
2024-05-02 15:20:00+00:00,2024-05-02 16:50:00+00:00,ny_am,bearish,0.98119,0.98487,0.97383,0.98487,loss,-36.8,-1.0
2024-05-07 18:15:00+00:00,2024-05-07 19:20:00+00:00,ny_pm,bearish,0.97934,0.98153,0.97497,0.98153,loss,-21.8,-1.0
2024-05-07 18:15:00+00:00,2024-05-07 19:20:00+00:00,ny_pm,bearish,0.97934,0.98153,0.97497,0.98153,loss,-21.8,-1.0
2024-05-15 08:05:00+00:00,2024-05-15 12:05:00+00:00,london,bearish,0.97528,0.9805,0.96484,0.9726,timeout,26.7,0.51
2024-05-21 18:15:00+00:00,2024-05-21 20:35:00+00:00,ny_pm,bullish,0.98235,0.98056,0.98593,0.98056,loss,-17.9,-1.0
2024-05-22 08:35:00+00:00,2024-05-22 12:35:00+00:00,london,bullish,0.99258,0.98942,0.99891,0.99345,timeout,8.7,0.27
2024-05-22 08:35:00+00:00,2024-05-22 12:35:00+00:00,london,bullish,0.99258,0.98942,0.99891,0.99345,timeout,8.7,0.27
2024-05-23 07:30:00+00:00,2024-05-23 11:30:00+00:00,london,bullish,0.99106,0.98354,1.00609,0.98796,timeout,-31.0,-0.41
2024-05-24 18:45:00+00:00,2024-05-24 19:05:00+00:00,ny_pm,bullish,0.99742,0.99469,1.00287,0.99469,loss,-27.2,-1.0
2024-05-28 17:55:00+00:00,2024-05-28 21:55:00+00:00,ny_pm,bullish,0.9977,0.99072,1.01166,1.00286,timeout,51.6,0.74
2024-05-30 07:55:00+00:00,2024-05-30 11:55:00+00:00,london,bullish,1.02418,1.0152,1.04214,1.02124,timeout,-29.3,-0.33
2024-05-30 18:25:00+00:00,2024-05-30 21:10:00+00:00,ny_pm,bullish,1.02447,1.01758,1.03825,1.01758,loss,-68.9,-1.0
2024-06-05 17:30:00+00:00,2024-06-05 21:30:00+00:00,ny_pm,bearish,0.99653,1.01087,0.96785,0.99375,timeout,27.8,0.19
2024-06-06 14:20:00+00:00,2024-06-06 16:10:00+00:00,ny_am,bearish,0.98675,0.99265,0.97494,0.99265,loss,-59.0,-1.0
2024-06-11 13:30:00+00:00,2024-06-11 15:40:00+00:00,ny_am,bearish,0.96396,0.97136,0.94916,0.97136,loss,-74.0,-1.0
2024-06-18 07:50:00+00:00,2024-06-18 11:50:00+00:00,london,bullish,0.99392,0.98112,1.01952,0.99246,timeout,-14.6,-0.11
2024-06-18 15:00:00+00:00,2024-06-18 15:30:00+00:00,ny_am,bullish,0.99183,0.98981,0.99586,0.99586,win,40.3,2.0
2024-06-20 07:50:00+00:00,2024-06-20 08:55:00+00:00,london,bullish,1.01418,1.01125,1.02003,1.01125,loss,-29.3,-1.0
2024-06-20 14:45:00+00:00,2024-06-20 18:45:00+00:00,ny_am,bullish,1.01766,1.00927,1.03444,1.0317,timeout,140.4,1.67
2024-06-21 07:30:00+00:00,2024-06-21 10:35:00+00:00,london,bullish,1.02783,1.02343,1.03665,1.02343,loss,-44.1,-1.0
2024-07-04 07:30:00+00:00,2024-07-04 11:30:00+00:00,london,bearish,1.02289,1.02797,1.01273,1.01944,timeout,34.5,0.68
2024-07-08 08:45:00+00:00,2024-07-08 10:50:00+00:00,london,bullish,1.03403,1.03073,1.04063,1.03073,loss,-33.0,-1.0
2024-07-11 08:20:00+00:00,2024-07-11 12:20:00+00:00,london,bullish,1.06721,1.05908,1.08346,1.06884,timeout,16.3,0.2
2024-07-16 19:15:00+00:00,2024-07-16 20:10:00+00:00,ny_pm,bullish,1.09204,1.08978,1.09656,1.09656,win,45.2,2.0
2024-07-16 19:15:00+00:00,2024-07-16 20:10:00+00:00,ny_pm,bullish,1.09204,1.08978,1.09656,1.09656,win,45.2,2.0
2024-07-17 13:55:00+00:00,2024-07-17 17:00:00+00:00,ny_am,bullish,1.0976,1.09332,1.10614,1.09332,loss,-42.7,-1.0
2024-07-18 14:20:00+00:00,2024-07-18 18:20:00+00:00,ny_am,bullish,1.0934,1.08686,1.10649,1.089,timeout,-44.0,-0.67
2024-07-18 14:45:00+00:00,2024-07-18 15:25:00+00:00,ny_am,bearish,1.09226,1.09461,1.08756,1.09461,loss,-23.5,-1.0
2024-07-22 07:40:00+00:00,2024-07-22 08:45:00+00:00,london,bearish,1.11352,1.11515,1.11027,1.11027,win,32.5,2.0
2024-07-25 15:55:00+00:00,2024-07-25 16:40:00+00:00,ny_am,bullish,1.12764,1.12555,1.13184,1.12555,loss,-21.0,-1.0
2024-07-26 08:05:00+00:00,2024-07-26 12:05:00+00:00,london,bearish,1.12957,1.13511,1.11849,1.13073,timeout,-11.6,-0.21
2024-07-26 13:55:00+00:00,2024-07-26 14:20:00+00:00,ny_am,bearish,1.13139,1.13403,1.12611,1.13403,loss,-26.4,-1.0
2024-07-29 15:10:00+00:00,2024-07-29 16:00:00+00:00,ny_am,bearish,1.12182,1.12377,1.1179,1.1179,win,39.2,2.0
2024-07-30 07:45:00+00:00,2024-07-30 08:00:00+00:00,london,bearish,1.12058,1.12178,1.11818,1.12178,loss,-12.0,-1.0
2024-07-31 14:45:00+00:00,2024-07-31 17:00:00+00:00,ny_am,bearish,1.12501,1.13137,1.11228,1.13137,loss,-63.6,-1.0
2024-08-01 08:20:00+00:00,2024-08-01 12:20:00+00:00,london,bearish,1.10809,1.11509,1.09409,1.10498,timeout,31.1,0.44
2024-08-01 18:55:00+00:00,2024-08-01 22:55:00+00:00,ny_pm,bearish,1.10054,1.10637,1.08889,1.09951,timeout,10.3,0.18
2024-08-12 07:30:00+00:00,2024-08-12 11:30:00+00:00,london,bullish,1.11531,1.11207,1.1218,1.11856,timeout,32.4,1.0
2024-08-12 17:55:00+00:00,2024-08-12 19:35:00+00:00,ny_pm,bullish,1.11823,1.11538,1.12395,1.12395,win,57.2,2.0
2024-08-14 14:15:00+00:00,2024-08-14 17:00:00+00:00,ny_am,bullish,1.1334,1.12939,1.14142,1.12939,loss,-40.1,-1.0
2024-08-14 17:55:00+00:00,2024-08-14 21:55:00+00:00,ny_pm,bullish,1.13496,1.12907,1.14675,1.13803,timeout,30.6,0.52
2024-08-19 13:50:00+00:00,2024-08-19 17:00:00+00:00,ny_am,bullish,1.12578,1.1223,1.13272,1.1223,loss,-34.7,-1.0
2024-08-19 17:30:00+00:00,2024-08-19 18:45:00+00:00,ny_pm,bullish,1.12633,1.12209,1.13482,1.12209,loss,-42.4,-1.0
2024-08-26 18:40:00+00:00,2024-08-26 22:40:00+00:00,ny_pm,bullish,1.10252,1.09869,1.11018,1.10698,timeout,44.7,1.16
2024-08-26 18:30:00+00:00,2024-08-26 20:30:00+00:00,ny_pm,bullish,1.10162,1.09869,1.1075,1.1075,win,58.8,2.0
2024-08-27 14:05:00+00:00,2024-08-27 17:00:00+00:00,ny_am,bearish,1.10148,1.11155,1.08134,1.11155,loss,-100.7,-1.0
2024-08-29 14:15:00+00:00,2024-08-29 17:00:00+00:00,ny_am,bearish,1.08419,1.0955,1.06157,1.0955,loss,-113.1,-1.0
2024-08-29 18:05:00+00:00,2024-08-29 22:05:00+00:00,ny_pm,bearish,1.08676,1.09575,1.06878,1.08682,timeout,-0.5,-0.01
2024-09-03 08:10:00+00:00,2024-09-03 12:10:00+00:00,london,bearish,1.09262,1.09588,1.08611,1.09375,timeout,-11.3,-0.35
2024-09-03 17:30:00+00:00,2024-09-03 21:30:00+00:00,ny_pm,bearish,1.08852,1.09491,1.07575,1.07882,timeout,97.0,1.52
2024-09-05 19:15:00+00:00,2024-09-05 20:10:00+00:00,ny_pm,bearish,1.08279,1.08429,1.0798,1.08429,loss,-15.0,-1.0
2024-09-06 08:35:00+00:00,2024-09-06 11:15:00+00:00,london,bullish,1.08101,1.07764,1.08774,1.08774,win,67.3,2.0
2024-09-09 07:30:00+00:00,2024-09-09 11:30:00+00:00,london,bullish,1.09828,1.08491,1.12502,1.09646,timeout,-18.1,-0.14
2024-09-10 19:15:00+00:00,2024-09-10 19:20:00+00:00,ny_pm,bullish,1.07931,1.07818,1.08158,1.07818,loss,-11.3,-1.0
2024-09-12 07:30:00+00:00,2024-09-12 11:30:00+00:00,london,bullish,1.09153,1.08774,1.09911,1.09494,timeout,34.2,0.9
2024-09-16 09:30:00+00:00,2024-09-16 09:50:00+00:00,london,bearish,1.10065,1.10229,1.09737,1.10229,loss,-16.4,-1.0
2024-09-16 14:10:00+00:00,2024-09-16 15:10:00+00:00,ny_am,bullish,1.09809,1.09488,1.10452,1.09488,loss,-32.1,-1.0
2024-09-17 18:40:00+00:00,2024-09-17 22:40:00+00:00,ny_pm,bullish,1.09619,1.09063,1.10731,1.09975,timeout,35.6,0.64
2024-09-19 13:55:00+00:00,2024-09-19 14:40:00+00:00,ny_am,bearish,1.09374,1.09759,1.08605,1.09759,loss,-38.5,-1.0
2024-09-20 18:15:00+00:00,2024-09-20 22:15:00+00:00,ny_pm,bearish,1.09581,1.10406,1.07931,1.09527,timeout,5.5,0.07
2024-09-25 08:40:00+00:00,2024-09-25 09:00:00+00:00,london,bullish,1.07454,1.07301,1.07759,1.07759,win,30.6,2.0
2024-09-26 18:55:00+00:00,2024-09-26 20:40:00+00:00,ny_pm,bearish,1.07956,1.08576,1.06715,1.08576,loss,-62.1,-1.0
2024-09-27 17:40:00+00:00,2024-09-27 18:15:00+00:00,ny_pm,bearish,1.09069,1.09211,1.08787,1.09211,loss,-14.1,-1.0
2024-09-30 17:30:00+00:00,2024-09-30 21:30:00+00:00,ny_pm,bearish,1.06109,1.06712,1.04903,1.06282,timeout,-17.3,-0.29
2024-09-30 19:40:00+00:00,2024-09-30 20:35:00+00:00,ny_pm,bullish,1.0617,1.06021,1.06468,1.06468,win,29.8,2.0
2024-10-01 07:50:00+00:00,2024-10-01 08:30:00+00:00,london,bearish,1.05982,1.06409,1.0513,1.06409,loss,-42.6,-1.0
2024-10-01 17:55:00+00:00,2024-10-01 20:30:00+00:00,ny_pm,bearish,1.06039,1.06765,1.04587,1.06765,loss,-72.6,-1.0
2024-10-09 15:55:00+00:00,2024-10-09 19:05:00+00:00,ny_am,bearish,1.01492,1.01741,1.00995,1.01741,loss,-24.8,-1.0
2024-10-14 08:15:00+00:00,2024-10-14 08:40:00+00:00,london,bullish,1.02045,1.01913,1.02308,1.01913,loss,-13.1,-1.0
2024-10-14 18:00:00+00:00,2024-10-14 18:15:00+00:00,ny_pm,bullish,1.02082,1.01764,1.02716,1.01764,loss,-31.7,-1.0
2024-10-15 18:10:00+00:00,2024-10-15 21:15:00+00:00,ny_pm,bullish,1.01393,1.00862,1.02455,1.00862,loss,-53.1,-1.0
2024-10-16 07:55:00+00:00,2024-10-16 08:05:00+00:00,london,bearish,1.01018,1.01141,1.00774,1.00774,win,24.5,2.0
2024-10-22 15:30:00+00:00,2024-10-22 15:55:00+00:00,ny_am,bullish,1.03203,1.02902,1.03806,1.02902,loss,-30.2,-1.0
2024-10-24 10:15:00+00:00,2024-10-24 10:20:00+00:00,london,bearish,1.03392,1.03411,1.03354,1.03411,loss,-1.9,-1.0
2024-10-24 14:05:00+00:00,2024-10-24 17:00:00+00:00,ny_am,bearish,1.03243,1.03786,1.02157,1.03786,loss,-54.3,-1.0
2024-10-25 07:30:00+00:00,2024-10-25 10:35:00+00:00,london,bearish,1.03002,1.035,1.02006,1.035,loss,-49.8,-1.0
2024-10-29 07:55:00+00:00,2024-10-29 11:55:00+00:00,london,bearish,1.03483,1.03988,1.02472,1.03844,timeout,-36.1,-0.71
2024-10-29 10:35:00+00:00,2024-10-29 14:35:00+00:00,london,bullish,1.03648,1.03365,1.04214,1.03718,timeout,7.0,0.25
2024-10-31 18:25:00+00:00,2024-10-31 19:35:00+00:00,ny_pm,bearish,1.03089,1.03317,1.02632,1.03317,loss,-22.8,-1.0
2024-11-04 14:50:00+00:00,2024-11-04 16:35:00+00:00,ny_am,bullish,1.02638,1.02313,1.0329,1.02313,loss,-32.6,-1.0
2024-11-04 16:05:00+00:00,2024-11-04 16:25:00+00:00,ny_am,bearish,1.02709,1.0284,1.02448,1.02448,win,26.2,2.0
2024-11-06 14:30:00+00:00,2024-11-06 15:35:00+00:00,ny_am,bullish,1.02928,1.0252,1.03744,1.0252,loss,-40.8,-1.0
2024-11-06 16:20:00+00:00,2024-11-06 17:05:00+00:00,ny_am,bullish,1.02765,1.0252,1.03255,1.03255,win,49.0,2.0
2024-11-07 20:00:00+00:00,2024-11-07 20:25:00+00:00,ny_pm,bullish,1.03529,1.03347,1.03892,1.03892,win,36.3,2.0
2024-11-11 15:35:00+00:00,2024-11-11 16:35:00+00:00,ny_am,bullish,1.04346,1.04213,1.04612,1.04612,win,26.6,2.0
2024-11-11 15:35:00+00:00,2024-11-11 16:35:00+00:00,ny_am,bullish,1.04346,1.04213,1.04612,1.04612,win,26.6,2.0
2024-11-12 09:50:00+00:00,2024-11-12 13:50:00+00:00,london,bullish,1.0514,1.04718,1.05983,1.05729,timeout,59.0,1.4
2024-11-12 15:55:00+00:00,2024-11-12 19:55:00+00:00,ny_am,bullish,1.06045,1.05096,1.07943,1.06219,timeout,17.4,0.18
2024-11-14 09:40:00+00:00,2024-11-14 10:15:00+00:00,london,bullish,1.07018,1.06833,1.07388,1.06833,loss,-18.5,-1.0
2024-11-15 16:25:00+00:00,2024-11-15 20:25:00+00:00,ny_am,bullish,1.0756,1.07113,1.08455,1.08215,timeout,65.5,1.46
2024-11-15 16:25:00+00:00,2024-11-15 20:25:00+00:00,ny_am,bullish,1.0756,1.07113,1.08455,1.08215,timeout,65.5,1.46
2024-11-18 15:50:00+00:00,2024-11-18 19:30:00+00:00,ny_am,bullish,1.10068,1.09639,1.10926,1.10926,win,85.8,2.0
2024-11-26 21:00:00+00:00,2024-11-26 21:05:00+00:00,ny_pm,bullish,1.10527,1.10468,1.10644,1.10644,win,11.7,2.0
2024-11-26 21:00:00+00:00,2024-11-26 21:05:00+00:00,ny_pm,bullish,1.10527,1.10468,1.10644,1.10644,win,11.7,2.0
2024-11-28 10:20:00+00:00,2024-11-28 14:20:00+00:00,london,bullish,1.12754,1.11656,1.14952,1.13072,timeout,31.8,0.29
2024-11-29 09:15:00+00:00,2024-11-29 11:30:00+00:00,london,bullish,1.13137,1.12662,1.14088,1.14088,win,95.1,2.0
2024-12-03 10:20:00+00:00,2024-12-03 14:20:00+00:00,london,bearish,1.13576,1.1397,1.12786,1.13641,timeout,-6.6,-0.17
2024-12-03 16:20:00+00:00,2024-12-03 17:30:00+00:00,ny_am,bearish,1.13734,1.13931,1.1334,1.13931,loss,-19.7,-1.0
2024-12-05 09:25:00+00:00,2024-12-05 13:25:00+00:00,london,bullish,1.15532,1.14386,1.17824,1.16001,timeout,46.8,0.41
2024-12-10 08:55:00+00:00,2024-12-10 09:30:00+00:00,london,bearish,1.20388,1.20546,1.20072,1.20546,loss,-15.8,-1.0
2024-12-13 21:05:00+00:00,2024-12-15 23:05:00+00:00,ny_pm,bullish,1.19539,1.18961,1.20695,1.19694,timeout,15.4,0.27
2024-12-18 15:40:00+00:00,2024-12-18 18:00:00+00:00,ny_am,bearish,1.19527,1.20058,1.18465,1.20058,loss,-53.1,-1.0
2024-12-18 18:30:00+00:00,2024-12-18 22:30:00+00:00,ny_pm,bearish,1.18715,1.20082,1.15981,1.18874,timeout,-15.8,-0.12
2024-12-20 19:20:00+00:00,2024-12-20 23:15:00+00:00,ny_pm,bearish,1.1802,1.18227,1.17607,1.18227,loss,-20.7,-1.0
2024-12-30 09:45:00+00:00,2024-12-30 13:45:00+00:00,london,bullish,1.21842,1.2156,1.22406,1.2199,timeout,14.8,0.53
2024-12-30 14:55:00+00:00,2024-12-30 18:00:00+00:00,ny_am,bullish,1.22159,1.21588,1.23301,1.21588,loss,-57.1,-1.0
